Temperature (C),Apparent Temperature (C),Humidity
8.238888889,7.577777778,0.99
8.683333333,7.511111111,1
8.872222222,8.872222222,1
11.74444444,11.74444444,0.93
12.68888889,12.68888889,0.84
15.83888889,15.83888889,0.73
14.78333333,14.78333333,0.79
14.91666667,14.91666667,0.78
13.91666667,13.91666667,0.89
14.90555556,14.90555556,0.86
14.93333333,14.93333333,0.86
14.00555556,14.00555556,0.91
14.92777778,14.92777778,0.86
14.97777778,14.97777778,0.86
13.86666667,13.86666667,0.89
12.87222222,12.87222222,0.98
12.2,12.2,0.99
11.64444444,11.64444444,0.96
11.24444444,11.24444444,0.99
10.05,10.05,0.96
9.466666667,9.466666667,1
12.78333333,12.78333333,0.96
8.266666667,8.266666667,1
8.15,8.15,1
7.427777778,7.427777778,0.99
7.127777778,7.127777778,1
7.805555556,7.805555556,1
11.09444444,11.09444444,0.99
14.75,14.75,0.88
16.02222222,16.02222222,0.78
17.09444444,17.09444444,0.67
17.75,17.75,0.65
17.6,17.6,0.61
17.07777778,17.07777778,0.75
16.04444444,16.04444444,0.87
16.04444444,16.04444444,0.87
15.10555556,15.10555556,0.86
14.88333333,14.88333333,0.93
13.81666667,13.81666667,1
13.93888889,13.93888889,0.99
13.77222222,13.77222222,0.94
13.79444444,13.79444444,0.96
13.45,13.45,0.96
13.23888889,13.23888889,0.96
13.24444444,13.24444444,0.96
16.35,16.35,0.97
13.21666667,13.21666667,0.96
13.21666667,13.21666667,0.96
13.13333333,13.13333333,0.96
12.63888889,12.63888889,1
12.71111111,12.71111111,1
13.82777778,13.82777778,0.99
15.90555556,15.90555556,0.88
18.54444444,18.54444444,0.79
20.61111111,20.61111111,0.76
21.9,21.9,0.77
23.58888889,23.58888889,0.7
23.67777778,23.67777778,0.69
22.56666667,22.56666667,0.79
21.91666667,21.91666667,0.82
22.07222222,22.07222222,0.81
20.82777778,20.82777778,0.87
19.71666667,19.71666667,0.93
18.99444444,18.99444444,0.92
18.62777778,18.62777778,0.93
18.11666667,18.11666667,0.97
17.69444444,17.69444444,0.96
17.56666667,17.56666667,0.97
17.56666667,17.56666667,0.97
17.64444444,17.64444444,0.93
15.99444444,15.99444444,0.97
15.92222222,15.92222222,1
15.72222222,15.72222222,0.99
14.90555556,14.90555556,1
14.95,14.95,1
16.17777778,16.17777778,0.99
17.66111111,17.66111111,1
19.83333333,19.83333333,0.87
22.21666667,22.21666667,0.81
23.49444444,23.49444444,0.7
25.57222222,25.57222222,0.62
25.46666667,25.46666667,0.61
25.57777778,25.57777778,0.62
24.65,24.65,0.65
23.65,23.65,0.74
21.98888889,21.98888889,0.81
20.9,20.9,0.81
19.93888889,19.93888889,0.88
18.79444444,18.79444444,0.93
18.72222222,18.72222222,0.93
18.18333333,18.18333333,0.96
7.738888889,7.738888889,0.95
7.644444444,7.644444444,0.95
9.427777778,9.094444444,0.92
5.977777778,5.977777778,0.95
5.911111111,5.911111111,0.96
5.116666667,5.116666667,0.95
4.938888889,4.938888889,0.99
4.966666667,4.966666667,0.99
9.616666667,9.616666667,0.87
12.59444444,12.59444444,0.73
14.83888889,14.83888889,0.61
15.17222222,15.17222222,0.61
16.06111111,16.06111111,0.58
16.20555556,16.20555556,0.61
16.35555556,16.35555556,0.59
17.28888889,17.28888889,0.53
17.77777778,17.77777778,0.5
17.77777778,17.77777778,0.46
16.22777778,16.22777778,0.55
15.11666667,15.11666667,0.62
13.28888889,13.28888889,0.72
12.8,12.8,0.72
12.22222222,12.22222222,0.77
12.67222222,12.67222222,0.74
8.422222222,7.505555556,0.48
4.788888889,4.788888889,0.65
6.761111111,6.761111111,0.64
6.711111111,5.516666667,0.55
3.05,0.116666667,0.74
5.011111111,2.305555556,0.61
2.816666667,0.622222222,0.75
5.027777778,5.027777778,0.75
7.594444444,5.722222222,0.61
9.977777778,8.7,0.42
11.13333333,11.13333333,0.35
12.15,12.15,0.35
13.81666667,13.81666667,0.31
13.93333333,13.93333333,0.31
15.78333333,15.78333333,0.29
16.06111111,16.06111111,0.28
16.06111111,16.06111111,0.31
15.08333333,15.08333333,0.3
15.04444444,15.04444444,0.33
13.93333333,13.93333333,0.33
12.86666667,12.86666667,0.37
12.23888889,12.23888889,0.4
10.68888889,10.68888889,0.44
9.116666667,7.033333333,0.5
8.466666667,6.727777778,0.55
7.933333333,7.111111111,0.59
8.216666667,6.5,0.73
6.638888889,6.638888889,0.7
5.527777778,5.527777778,0.75
5.538888889,5.538888889,0.78
6.9,6.9,0.62
7.683333333,5.8,0.5
8.705555556,6.327777778,0.46
8.961111111,7.316666667,0.46
11.13333333,11.13333333,0.43
11.99444444,11.99444444,0.37
12.28888889,12.28888889,0.42
12.89444444,12.89444444,0.4
13.92222222,13.92222222,0.43
15.06666667,15.06666667,0.38
15.06666667,15.06666667,0.38
15.03888889,15.03888889,0.26
13.95555556,13.95555556,0.28
12.86666667,12.86666667,0.32
11.35,11.35,0.43
9.122222222,8.066666667,0.63
8.944444444,7.227777778,0.66
8.577777778,8.577777778,0.62
8.388888889,7.55,0.64
8.366666667,7.483333333,0.71
10.49444444,10.49444444,0.62
8.322222222,6.455555556,0.8
8.761111111,8.761111111,0.8
8.561111111,7.561111111,0.84
8.877777778,6.861111111,0.83
11.07222222,11.07222222,0.71
12.46666667,12.46666667,0.7
16.13333333,16.13333333,0.56
17.72777778,17.72777778,0.5
19.80555556,19.80555556,0.44
21.11111111,21.11111111,0.38
22.10555556,22.10555556,0.35
20.78333333,20.78333333,0.35
20.96111111,20.96111111,0.42
18.76111111,18.76111111,0.49
17.78888889,17.78888889,0.59
17.75,17.75,0.56
16.06111111,16.06111111,0.62
15.03888889,15.03888889,0.67
13.83888889,13.83888889,0.67
12.75,12.75,0.68
12.78888889,12.78888889,0.57
12.17222222,12.17222222,0.57
12.17222222,12.17222222,0.52
5.027777778,1.344444444,0.85
11.06111111,11.06111111,0.61
9.95,6.611111111,0.61
9.388888889,6.172222222,0.64
8.838888889,5.35,0.63
8.838888889,5.15,0.58
8.805555556,4.866666667,0.56
8.838888889,4.727777778,0.49
10,6.283333333,0.46
10.94444444,10.94444444,0.44
12.17222222,12.17222222,0.32
12.22222222,12.22222222,0.32
12.55555556,12.55555556,0.35
12.75555556,12.75555556,0.31
12.8,12.8,0.31
12.65,12.65,0.3
10.88333333,10.88333333,0.41
8.838888889,5.438888889,0.58
7.777777778,3.938888889,0.62
6.038888889,2.022222222,0.76
5.488888889,2.061111111,0.76
4.994444444,1.561111111,0.79
5,1.411111111,0.82
5.022222222,1.061111111,0.82
3.594444444,1.811111111,0.97
4.027777778,0.222222222,0.88
2.45,-0.583333333,0.95
3.25,0.35,0.93
2.961111111,-0.322222222,0.95
4.027777778,0.944444444,0.92
7.055555556,3.144444444,0.8
7.177777778,3.488888889,0.74
8.8,5.683333333,0.67
9.727777778,6.927777778,0.67
10.88888889,10.88888889,0.58
9.911111111,7.083333333,0.66
9.916666667,6.961111111,0.66
10.95555556,10.95555556,0.57
10.97777778,10.97777778,0.57
10.66111111,10.66111111,0.61
9.833333333,6.844444444,0.67
7.727777778,5.044444444,0.83
7.716666667,5.183333333,0.84
7.194444444,5.377777778,0.92
6.666666667,4.5,0.95
6.211111111,6.211111111,0.95
5.6,4.25,0.93
4.044444444,2.605555556,0.95
7.805555556,6.044444444,0.75
3.5,1.844444444,0.99
5.027777778,2.522222222,0.93
5.388888889,3.011111111,0.93
6.044444444,3.466666667,0.92
6.044444444,3.733333333,0.93
6.988888889,4.833333333,0.88
7.272222222,4.683333333,0.85
7.944444444,5.283333333,0.87
9.733333333,7.816666667,0.78
10.07222222,10.07222222,0.71
11.16111111,11.16111111,0.66
10.89444444,10.89444444,0.67
11.16111111,11.16111111,0.65
11.18333333,11.18333333,0.6
11.12222222,11.12222222,0.61
11.16111111,11.16111111,0.69
10.05,10.05,0.76
9.894444444,8.466666667,0.75
8.888888889,7.722222222,0.82
8.911111111,8.122222222,0.82
8.9,8.25,0.79
8.866666667,8.05,0.73
8.866666667,7.105555556,0.71
4.655555556,3.383333333,0.89
8.333333333,6.033333333,0.71
8.288888889,5.95,0.71
7.711111111,5.383333333,0.76
7.755555556,5.35,0.75
7.711111111,5.088888889,0.76
9.561111111,7.261111111,0.64
12.02222222,12.02222222,0.53
12.68888889,12.68888889,0.49
13.72222222,13.72222222,0.41
14.88333333,14.88333333,0.31
14.95,14.95,0.29
14.8,14.8,0.31
14.93333333,14.93333333,0.3
14.90555556,14.90555556,0.3
14.82777778,14.82777778,0.31
13.86111111,13.86111111,0.39
12.19444444,12.19444444,0.46
10.11666667,10.11666667,0.51
7.616666667,6.272222222,0.68
7.483333333,6.544444444,0.69
6.144444444,6.144444444,0.74
5.238888889,5.238888889,0.79
4.683333333,4.683333333,0.82
6.616666667,5.638888889,0.76
3.227777778,3.227777778,0.89
4.755555556,3.411111111,0.86
2.922222222,2.922222222,0.87
2.188888889,2.188888889,0.92
4.877777778,4.877777778,0.86
9.372222222,9.372222222,0.68
12.15,12.15,0.65
13.86111111,13.86111111,0.54
14.98888889,14.98888889,0.47
15.13888889,15.13888889,0.43
16.15555556,16.15555556,0.39
16.11666667,16.11666667,0.39
16.16111111,16.16111111,0.36
17.10555556,17.10555556,0.34
17.12222222,17.12222222,0.32
16.03888889,16.03888889,0.36
13.86111111,13.86111111,0.47
12.56111111,12.56111111,0.51
10.83333333,10.83333333,0.61
10.67222222,10.67222222,0.67
9.077777778,9.077777778,0.76
8.527777778,8.527777778,0.8
6.811111111,5.738888889,0.8
7.311111111,6.322222222,0.75
6.9,5.794444444,0.79
5.883333333,3.638888889,0.82
5.461111111,5.461111111,0.81
3.755555556,2.727777778,0.92
7.488888889,5.755555556,0.72
9.694444444,7.988888889,0.62
12.73333333,12.73333333,0.55
13.96111111,13.96111111,0.51
16.22777778,16.22777778,0.46
17.2,17.2,0.41
17.75555556,17.75555556,0.37
18.77777778,18.77777778,0.34
17.87222222,17.87222222,0.34
17.82777778,17.82777778,0.33
17.85,17.85,0.36
17.73333333,17.73333333,0.33
16.03888889,16.03888889,0.41
13.16111111,13.16111111,0.52
11.1,11.1,0.6
9.972222222,9.972222222,0.7
8.988888889,8.288888889,0.69
8.638888889,7.877777778,0.69
7.088888889,6.061111111,0.73
10.78888889,10.78888889,0.69
6.538888889,5.416666667,0.76
5.566666667,3.172222222,0.82
5.711111111,4.5,0.8
7.611111111,6.266666667,0.83
8.766666667,7.288888889,0.82
10.77777778,10.77777778,0.76
12.7,12.7,0.68
15.91111111,15.91111111,0.56
17.5,17.5,0.39
17.89444444,17.89444444,0.35
19.90555556,19.90555556,0.31
19.05555556,19.05555556,0.33
20,20,0.31
19.97777778,19.97777778,0.31
18.98333333,18.98333333,0.33
18.93333333,18.93333333,0.37
17.17222222,17.17222222,0.44
14.14444444,14.14444444,0.6
13.66111111,13.66111111,0.59
11.9,11.9,0.7
10.90555556,10.90555556,0.69
12.13333333,12.13333333,0.83
10.81666667,10.81666667,0.87
8.755555556,7.966666667,0.83
8.011111111,7.116666667,0.96
8.088888889,7.633333333,0.96
6.722222222,5.688888889,0.99
7.022222222,6.4,1
7.527777778,6.161111111,1
9.772222222,8.494444444,0.93
12.15,12.15,0.86
14.92777778,14.92777778,0.78
17.03333333,17.03333333,0.67
17.75555556,17.75555556,0.6
18.83888889,18.83888889,0.56
19.08888889,19.08888889,0.47
20.02222222,20.02222222,0.48
19.92777778,19.92777778,0.44
19.86666667,19.86666667,0.44
18.83888889,18.83888889,0.51
16.12777778,16.12777778,0.57
14.91111111,14.91111111,0.61
13.75,13.75,0.67
12.50555556,12.50555556,0.69
11.44444444,11.44444444,0.7
10.42777778,10.42777778,0.74
9.388888889,7.294444444,0.79
7.494444444,7.494444444,0.86
10.95555556,10.95555556,0.71
9.955555556,8.022222222,0.73
9.305555556,7.35,0.77
8.777777778,6.583333333,0.71
9.8,7.477777778,0.62
11.93888889,11.93888889,0.54
13.95555556,13.95555556,0.5
16.11111111,16.11111111,0.48
17.82777778,17.82777778,0.45
18.92777778,18.92777778,0.39
19.97222222,19.97222222,0.35
21.06111111,21.06111111,0.3
21.15555556,21.15555556,0.3
21.13333333,21.13333333,0.3
21.21111111,21.21111111,0.28
21.08333333,21.08333333,0.29
18.88333333,18.88333333,0.36
14.44444444,14.44444444,0.51
12.71111111,12.71111111,0.55
11.41666667,11.41666667,0.7
10.82222222,10.82222222,0.68
8.616666667,8.616666667,0.79
7.572222222,7.572222222,0.85
11.17777778,11.17777778,0.65
5.933333333,5.933333333,0.88
5.838888889,5.838888889,0.93
5.633333333,5.633333333,0.94
4.8,4.8,0.99
8.672222222,8.672222222,0.88
12.71111111,12.71111111,0.68
16.18333333,16.18333333,0.55
17.91666667,17.91666667,0.51
20.07222222,20.07222222,0.44
22.2,22.2,0.37
22.8,22.8,0.32
22.75555556,22.75555556,0.31
23.79444444,23.79444444,0.29
22.87222222,22.87222222,0.32
22.45,22.45,0.32
22.28888889,22.28888889,0.35
20.04444444,20.04444444,0.43
16.61666667,16.61666667,0.53
14.86111111,14.86111111,0.62
12.68888889,12.68888889,0.69
14.56111111,14.56111111,0.57
12.98888889,12.98888889,0.63
13.93333333,13.93333333,0.57
12.91666667,12.91666667,0.52
11.34444444,11.34444444,0.59
10.65,10.65,0.61
11.41111111,11.41111111,0.63
10.58333333,10.58333333,0.68
12.27777778,12.27777778,0.66
15.35555556,15.35555556,0.56
17.62222222,17.62222222,0.47
18.91666667,18.91666667,0.43
21.07222222,21.07222222,0.38
22.31666667,22.31666667,0.33
23.88888889,23.88888889,0.27
23.93888889,23.93888889,0.31
23.98333333,23.98333333,0.27
23.98333333,23.98333333,0.25
23.98333333,23.98333333,0.27
22.84444444,22.84444444,0.29
21.12777778,21.12777778,0.32
18.76666667,18.76666667,0.38
15.90555556,15.90555556,0.49
15.27222222,15.27222222,0.52
14.71111111,14.71111111,0.55
14.12222222,14.12222222,0.53
13.12777778,13.12777778,0.51
10.79444444,10.79444444,0.64
11.48333333,11.48333333,0.58
9.905555556,7.955555556,0.63
9.411111111,7.9,0.64
9.872222222,7.95,0.62
10.95555556,10.95555556,0.62
12.67222222,12.67222222,0.56
15.05,15.05,0.47
17.27222222,17.27222222,0.41
18.91666667,18.91666667,0.4
21.18333333,21.18333333,0.38
22.28888889,22.28888889,0.33
22.84444444,22.84444444,0.31
22.96111111,22.96111111,0.29
22.91666667,22.91666667,0.32
22.83333333,22.83333333,0.31
22.24444444,22.24444444,0.33
18.96111111,18.96111111,0.4
16.34444444,16.34444444,0.47
15.02777778,15.02777778,0.47
14.4,14.4,0.49
13.33888889,13.33888889,0.53
11.62777778,11.62777778,0.61
11.09444444,11.09444444,0.63
13.75,13.75,0.5
9.444444444,7.422222222,0.68
8.916666667,7.222222222,0.68
9.1,7.033333333,0.66
9.905555556,7.744444444,0.61
11.08888889,11.08888889,0.56
12.80555556,12.80555556,0.5
13.82222222,13.82222222,0.43
14.91111111,14.91111111,0.43
16.02777778,16.02777778,0.39
17.61666667,17.61666667,0.38
17.67777778,17.67777778,0.38
17.97777778,17.97777778,0.39
18.91111111,18.91111111,0.4
18.91111111,18.91111111,0.4
18.96111111,18.96111111,0.37
18.81666667,18.81666667,0.4
17.75555556,17.75555556,0.41
17.08888889,17.08888889,0.45
16.92222222,16.92222222,0.43
16.35,16.35,0.43
15.19444444,15.19444444,0.48
13.22222222,13.22222222,0.6
14.23888889,14.23888889,0.49
13.87222222,13.87222222,0.55
14.21666667,14.21666667,0.48
14.12777778,14.12777778,0.49
13.18333333,13.18333333,0.53
12.50555556,12.50555556,0.56
13.68888889,13.68888889,0.48
14.83333333,14.83333333,0.51
16.08888889,16.08888889,0.44
17.24444444,17.24444444,0.44
17.91111111,17.91111111,0.43
19.90555556,19.90555556,0.4
21.08333333,21.08333333,0.35
21.98333333,21.98333333,0.29
22.21666667,22.21666667,0.3
22.72777778,22.72777778,0.29
22.22222222,22.22222222,0.32
21.06111111,21.06111111,0.32
18.83888889,18.83888889,0.4
17.08888889,17.08888889,0.47
14.97777778,14.97777778,0.55
14.35555556,14.35555556,0.52
15.65,15.65,0.46
14.83333333,14.83333333,0.52
14.35,14.35,0.54
10.08888889,10.08888889,0.75
13.26111111,13.26111111,0.6
13.23888889,13.23888889,0.6
12.81666667,12.81666667,0.6
12.26666667,12.26666667,0.61
12.85,12.85,0.64
14.77777778,14.77777778,0.52
16.09444444,16.09444444,0.48
17.07222222,17.07222222,0.45
17.66666667,17.66666667,0.43
18.96111111,18.96111111,0.35
20.09444444,20.09444444,0.32
20.1,20.1,0.31
20.11666667,20.11666667,0.32
21.15555556,21.15555556,0.26
21.11111111,21.11111111,0.27
21.08333333,21.08333333,0.25
18.86111111,18.86111111,0.34
16.22777778,16.22777778,0.44
12.73333333,12.73333333,0.59
11.63888889,11.63888889,0.64
11.09444444,11.09444444,0.63
9.4,9.4,0.74
9.261111111,8.588888889,0.74
12.28333333,12.28333333,0.66
9.35,9.35,0.83
7.822222222,7.822222222,0.88
10.95,10.95,0.68
11.97222222,11.97222222,0.62
12.57222222,12.57222222,0.6
14.73888889,14.73888889,0.53
17.10555556,17.10555556,0.48
18.77222222,18.77222222,0.44
19.67777778,19.67777778,0.37
20.95,20.95,0.33
21.06666667,21.06666667,0.32
21.03888889,21.03888889,0.3
21.11666667,21.11666667,0.3
21.18333333,21.18333333,0.3
21.10555556,21.10555556,0.31
21.13888889,21.13888889,0.3
18.96111111,18.96111111,0.4
14.41666667,14.41666667,0.56
13.91111111,13.91111111,0.63
13.31111111,13.31111111,0.64
12.97222222,12.97222222,0.66
13.20555556,13.20555556,0.64
12.72222222,12.72222222,0.66
11.85555556,11.85555556,0.75
12.20555556,12.20555556,0.71
11.62777778,11.62777778,0.71
11.66666667,11.66666667,0.71
12.06666667,12.06666667,0.72
12.71666667,12.71666667,0.69
13.68888889,13.68888889,0.68
14.98888889,14.98888889,0.6
17.09444444,17.09444444,0.53
17.37777778,17.37777778,0.53
17.30555556,17.30555556,0.53
17.35,17.35,0.57
15.47777778,15.47777778,0.69
16.31111111,16.31111111,0.61
16.3,16.3,0.61
17.04444444,17.04444444,0.56
16.07222222,16.07222222,0.59
14.96111111,14.96111111,0.62
13.05,13.05,0.73
12.32222222,12.32222222,0.74
12.3,12.3,0.77
11.75,11.75,0.84
11.67222222,11.67222222,0.8
11.67222222,11.67222222,0.77
9.461111111,9.461111111,0.94
11.57777778,11.57777778,0.81
11.52777778,11.52777778,0.81
10.71111111,10.71111111,0.84
10.02777778,10.02777778,0.93
12.13333333,12.13333333,0.81
14.55,14.55,0.71
16.02222222,16.02222222,0.59
17.71111111,17.71111111,0.6
19.67777778,19.67777778,0.5
20.05,20.05,0.49
20.07222222,20.07222222,0.45
20.96111111,20.96111111,0.42
19.85555556,19.85555556,0.56
17.49444444,17.49444444,0.62
16.45555556,16.45555556,0.68
15.27222222,15.27222222,0.76
14.05555556,14.05555556,0.82
12.73333333,12.73333333,0.84
12.36666667,12.36666667,0.85
12.66666667,12.66666667,0.86
12.08888889,12.08888889,0.89
10.39444444,10.39444444,0.72
9.933333333,9.322222222,0.77
8.727777778,8.727777778,0.83
9.027777778,8.3,0.82
8.011111111,7.127777778,0.88
9.266666667,7.8,0.82
8.938888889,8.938888889,0.88
9.961111111,8.2,0.77
10.9,10.9,0.73
12.75555556,12.75555556,0.64
16.03888889,16.03888889,0.56
17.19444444,17.19444444,0.44
18.81666667,18.81666667,0.47
18.91111111,18.91111111,0.4
18.99444444,18.99444444,0.36
19.92777778,19.92777778,0.35
19.90555556,19.90555556,0.35
18.96666667,18.96666667,0.38
18.86111111,18.86111111,0.37
15.98888889,15.98888889,0.52
13.98888889,13.98888889,0.56
12.13333333,12.13333333,0.73
10.97222222,10.97222222,0.76
10.45555556,10.45555556,0.75
10.56666667,10.56666667,0.93
9.933333333,9.933333333,0.96
12.21111111,12.21111111,0.85
8.75,8.75,0.96
9.75,9.75,0.93
8.472222222,8.472222222,0.96
9.811111111,9.811111111,0.93
12.04444444,12.04444444,0.87
14.6,14.6,0.75
16.04444444,16.04444444,0.72
18.82222222,18.82222222,0.52
20.68888889,20.68888889,0.56
20.92777778,20.92777778,0.53
21.07222222,21.07222222,0.46
21.20555556,21.20555556,0.44
22.22222222,22.22222222,0.39
22.03333333,22.03333333,0.39
20.08333333,20.08333333,0.44
17.8,17.8,0.6
17.26111111,17.26111111,0.58
16.15555556,16.15555556,0.65
13.93333333,13.93333333,0.72
14.42222222,14.42222222,0.72
13.92222222,13.92222222,0.72
9.238888889,9.238888889,0.82
8.194444444,7.361111111,0.85
10.31666667,10.31666667,0.82
7.011111111,7.011111111,0.86
6.455555556,6.455555556,0.93
5.438888889,5.438888889,0.89
4.75,4.75,0.93
4.866666667,4.866666667,0.99
10.63888889,10.63888889,0.81
14.88333333,14.88333333,0.52
17.22222222,17.22222222,0.44
18.69444444,18.69444444,0.39
18.93333333,18.93333333,0.31
20.07222222,20.07222222,0.31
20.17777778,20.17777778,0.31
21.20555556,21.20555556,0.24
21.20555556,21.20555556,0.26
21.08888889,21.08888889,0.34
19.00555556,19.00555556,0.37
17.28888889,17.28888889,0.39
15.22777778,15.22777778,0.48
13.98333333,13.98333333,0.82
13.91111111,13.91111111,0.83
13.46666667,13.46666667,0.82
13.24444444,13.24444444,0.83
12.68888889,12.68888889,0.82
7.566666667,6.105555556,0.91
11.01666667,11.01666667,0.77
9.905555556,6.811111111,0.83
9.388888889,5.994444444,0.84
8.888888889,5.672222222,0.83
8.888888889,5.838888889,0.82
8.894444444,5.911111111,0.88
8.861111111,5.922222222,0.88
8.838888889,5.633333333,0.89
9.822222222,7.016666667,0.83
11,11,0.78
11.07222222,11.07222222,0.72
12.07222222,12.07222222,0.68
12.82777778,12.82777778,0.64
13.96111111,13.96111111,0.55
13.83888889,13.83888889,0.59
13.93888889,13.93888889,0.51
12.31666667,12.31666667,0.61
10.42777778,10.42777778,0.8
11.03888889,11.03888889,0.8
9.905555556,9.905555556,0.88
9.972222222,9.494444444,0.85
8.861111111,8.861111111,0.88
7.777777778,6.861111111,0.89
11.39444444,11.39444444,0.76
6.038888889,3.766666667,0.93
5.511111111,4.166666667,0.95
4.711111111,3.183333333,0.95
4.883333333,3.072222222,0.93
4.822222222,2.983333333,0.99
7.688888889,6.327777778,0.89
12.20555556,12.20555556,0.71
13.89444444,13.89444444,0.63
15.03888889,15.03888889,0.47
17.2,17.2,0.38
17.22222222,17.22222222,0.37
17.7,17.7,0.37
17.82222222,17.82222222,0.38
17.8,17.8,0.4
18.7,18.7,0.37
17.22222222,17.22222222,0.48
14.05,14.05,0.66
15.06666667,15.06666667,0.58
13.77777778,13.77777778,0.67
13.2,13.2,0.69
12.85,12.85,0.71
11.23333333,11.23333333,0.79
11.13888889,11.13888889,0.8
16.70555556,16.70555556,0.65
11.73888889,11.73888889,0.82
11.25,11.25,0.85
11.26111111,11.26111111,0.85
11.22777778,11.22777778,0.85
11.22777778,11.22777778,0.92
13.75555556,13.75555556,0.83
16.13333333,16.13333333,0.72
17.85,17.85,0.69
19.76666667,19.76666667,0.58
21.08888889,21.08888889,0.57
22.22222222,22.22222222,0.53
22.71111111,22.71111111,0.51
22.87222222,22.87222222,0.52
23.91111111,23.91111111,0.48
23.86111111,23.86111111,0.49
22.84444444,22.84444444,0.53
20.20555556,20.20555556,0.62
18.3,18.3,0.7
18.91666667,18.91666667,0.67
17.87222222,17.87222222,0.69
17.77777778,17.77777778,0.67
18.85,18.85,0.61
18.91111111,18.91111111,0.58
12.90555556,12.90555556,0.63
18.83888889,18.83888889,0.51
18.23888889,18.23888889,0.45
17.18888889,17.18888889,0.46
14.99444444,14.99444444,0.44
13.86111111,13.86111111,0.37
13.92777778,13.92777778,0.33
13.81666667,13.81666667,0.33
13.81666667,13.81666667,0.29
14.98888889,14.98888889,0.29
16.01666667,16.01666667,0.27
16.03888889,16.03888889,0.23
16.2,16.2,0.27
17.19444444,17.19444444,0.29
17.21666667,17.21666667,0.29
16.29444444,16.29444444,0.32
15.08888889,15.08888889,0.39
13.97777778,13.97777778,0.45
13.12222222,13.12222222,0.49
10.22777778,10.22777778,0.65
10.62777778,10.62777778,0.62
10.32222222,10.32222222,0.64
10.09444444,10.09444444,0.65
10.12222222,10.12222222,0.68
6.061111111,4.522222222,0.69
14.40555556,14.40555556,0.53
15.62222222,15.62222222,0.48
15.46111111,15.46111111,0.49
14.97222222,14.97222222,0.47
14.90555556,14.90555556,0.44
14.96111111,14.96111111,0.42
14.92777778,14.92777778,0.42
14.95,14.95,0.39
15.98888889,15.98888889,0.38
17.10555556,17.10555556,0.31
17.10555556,17.10555556,0.34
17.01111111,17.01111111,0.3
17.17222222,17.17222222,0.29
16.17777778,16.17777778,0.28
16.18333333,16.18333333,0.29
15.04444444,15.04444444,0.3
13.88333333,13.88333333,0.36
12.32222222,12.32222222,0.42
10.15555556,10.15555556,0.49
10.06666667,10.06666667,0.49
10.05,10.05,0.42
15.09444444,15.09444444,0.92
15.09444444,15.09444444,0.92
15.23333333,15.23333333,0.95
13.49444444,13.49444444,0.95
12.93888889,12.93888889,0.99
13.04444444,13.04444444,0.96
12.82777778,12.82777778,1
16.06666667,16.06666667,0.87
17.59444444,17.59444444,0.85
18.93888889,18.93888889,0.78
20,20,0.73
20.58333333,20.58333333,0.71
21.20555556,21.20555556,0.73
21.20555556,21.20555556,0.68
22.57777778,22.57777778,0.63
23.24444444,23.24444444,0.63
22.24444444,22.24444444,0.68
22.19444444,22.19444444,0.67
22.75555556,22.75555556,0.66
22.2,22.2,0.68
20.96111111,20.96111111,0.73
19.88333333,19.88333333,0.78
19.35555556,19.35555556,0.81
18.22777778,18.22777778,0.9
16.25,16.25,0.8
17.75555556,17.75555556,0.7
13.86666667,13.86666667,0.73
16.59444444,16.59444444,0.67
15.52777778,15.52777778,0.72
14.05555556,14.05555556,0.79
13.95555556,13.95555556,0.82
17.03888889,17.03888889,0.68
17.53888889,17.53888889,0.7
17.78333333,17.78333333,0.7
19.86666667,19.86666667,0.63
20.95555556,20.95555556,0.59
22.59444444,22.59444444,0.51
22.71111111,22.71111111,0.51
23.54444444,23.54444444,0.47
23.75,23.75,0.41
23.73333333,23.73333333,0.41
22.67222222,22.67222222,0.41
22.10555556,22.10555556,0.4
19.97777778,19.97777778,0.49
17.95555556,17.95555556,0.58
17.17777778,17.17777778,0.63
16.04444444,16.04444444,0.67
14.83888889,14.83888889,0.72
13.79444444,13.79444444,0.77
14.28333333,14.28333333,0.72
11.45,11.45,0.9
12.17777778,12.17777778,0.8
11.62222222,11.62222222,0.83
12.02222222,12.02222222,0.83
12.17777778,12.17777778,0.8
13.71111111,13.71111111,0.77
16.74444444,16.74444444,0.68
18.77222222,18.77222222,0.56
20.97222222,20.97222222,0.46
20.92222222,20.92222222,0.46
22.12777778,22.12777778,0.46
22.71111111,22.71111111,0.38
22.77777778,22.77777778,0.34
23.81666667,23.81666667,0.35
23.88888889,23.88888889,0.34
23.78333333,23.78333333,0.36
22.82222222,22.82222222,0.41
22.22222222,22.22222222,0.43
18.20555556,18.20555556,0.57
14.1,14.1,0.89
13.91666667,13.91666667,0.83
13.10555556,13.10555556,0.86
12.27222222,12.27222222,0.9
12.17777778,12.17777778,0.9
13.20555556,13.20555556,0.93
10.62777778,10.62777778,0.93
10.53333333,10.53333333,0.96
10.37777778,10.37777778,0.96
11.07222222,11.07222222,0.93
15.85,15.85,0.82
19.52222222,19.52222222,0.64
22.68888889,22.68888889,0.51
23.84444444,23.84444444,0.46
24.7,24.7,0.4
26.06666667,26.06666667,0.44
26.08888889,26.08888889,0.42
26.96666667,26.78333333,0.39
27.22222222,26.98333333,0.39
27.24444444,26.98888889,0.39
27.21666667,27.02777778,0.4
25.7,25.7,0.44
